GEOG,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,ONLY_ENGLISH,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,Year
North Lawndale,35423,11606,8491,5864,5906,1951,1055,550,29.71639011,796,2897,31112,83,535,34467,25867,13015,10193,2822,12852,458,9494,4656,965,3236,433,204,N/A,4999,4243,1497,415,20497,5471,6533,5239,1123,1484,647,5775,2558,1472,727,470,152,24003.02115,11154,2843,8311,3474,14628,1747,390,4003,4962,3513,5.551582508,1695,1184,1487,10262,,1664,5030,6075,1523,336,1490,1130,167,56,142388.8889,10837,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,2167,1388,1245,1030,851,7935,Health Care,Manufacturing,Retail Trade,Education,Accommodation and Food Service,3240,1488,817,653,430,Outside of Chicago,The Loop,Near West Side,Near North Side,North Lawndale,4203,1495,692,672,372,Outside of Chicago,North Lawndale,Austin,South Lawndale,West Town,3200,372,315,287,178,,,,,,,,,,,,,,,,8495,,,,,,,,,,2.113930777,2054.348526,112.5788429,0.054800265,353.5450887,0.172095963,20.74211119,0.010096686,72.11596276,0.035104055,126.7695824,0.061707924,227.8500305,0.110911088,671.9076839,0.327066063,n/a,n/a,171.4374588,0.08345101,297.4017653,0.144766948,3033,2883,1935,3303,7621,3025,3533,3906,146,240,3520,3539,543,658,2338,1450,597,548,305,1335,1019,272,44,31366,1185,32551,29757,2794,1034,29757,2425,36,0,0,3,51,26,159,94,383,1896,39164,54,271,,,,,,,,,,,,,,,,,,,2018
North Park,18743,4661,3937,3714,2810,1850,1171,600,38.25273339,9642,3092,448,5121,440,18095,15086,9192,8408,784,5894,372,7738,4748,907,1385,606,92,N/A,1059,2748,1888,680,12948,1443,2642,2312,697,3889,1965,1677,1317,870,849,826,836,54387.7551,6375,3237,3138,613,6988,2106,151,1064,1222,2417,5.429936306,261,1677,2402,2648,,1859,2397,2003,547,182,349,1277,1307,265,297363.2813,6515,Health Care,Retail Trade,Education,Accommodation and Food Service,Professional,1138,707,706,582,500,5127,Health Care,Retail Trade,Education,Manufacturing,Accommodation and Food Service,955,692,606,558,501,Outside of Chicago,The Loop,Near North Side,Near West Side,North Park,2843,1008,411,218,209,Outside of Chicago,West Ridge,North Park,Albany Park,Irving Park,2483,267,209,151,118,,,,,,,,,,,,,,,,15313,,,,,,,,,,5.78007768,1613.606662,250.8373656,0.15545137,247.8411877,0.153594549,5.21448075,0.003231569,79.26175296,0.049120864,390.9772243,0.242300205,70.33218996,0.043586948,316.2174052,0.195969323,n/a,n/a,244.5678055,0.151565937,8.357249774,0.005179236,1893,1666,1010,1806,4139,463,2236,1208,58,222,928,1597,152,370,1075,854,294,291,269,2451,1627,591,233,9873,7561,17434,7668,9766,4115,7668,2124,866,474,501,841,539,579,3335,507,10336,2652,452,4415,659,,,,,,,,,,,,,,,,,,,2018
Norwood Park,36164,7522,5654,8106,7812,3174,2279,1618,44.37161247,29774,4225,169,1178,818,35614,29608,19128,18007,1121,10480,649,17154,13498,1498,1775,348,35,N/A,1843,5130,5661,1884,27012,2104,6987,5967,2220,6256,3477,2632,2452,2518,1993,2730,2193,71404.61216,14518,11432,3086,1245,15762,10909,201,1084,757,2802,5.893617021,262,2579,9496,3425,,2013,5092,6501,1652,504,1285,4718,4466,904,292028.2543,18232,Education,Health Care,Public Administration,Retail Trade,Professional,2264,2184,2093,1628,1404,13863,Health Care,Administration,Accommodation and Food Service,Retail Trade,Finance,8092,1295,797,637,507,Outside of Chicago,The Loop,Near North Side,Norwood Park,Near West Side,8555,4076,827,694,547,Outside of Chicago,Norwood Park,Portage Park,Dunning,Lake View,7312,694,368,319,271,,,,,,,,,,,,,,,,14904,,,,,,,,,,1.324893197,2799.795813,1320.782312,0.47174237,133.6968989,0.047752375,13.14411831,0.00469467,98.05105154,0.035020787,197.6347709,0.070588994,15.39839564,0.005499828,895.5346184,0.319857117,n/a,n/a,111.9214146,0.039974849,13.63223333,0.00486901,4924,4336,2088,3170,9013,421,5505,1931,53,68,1810,2870,708,582,1579,2465,1205,652,608,6869,4507,1742,620,26617,7411,34027,23699,10328,3977,23699,2488,4637,131,586,449,26,120,1787,105,33176,2404,332,1212,419,,,,,,,,,,,,,,,,,,,2018
Oakland,6474,2192,1217,1396,967,509,157,36,33.11816193,125,240,5949,124,36,6474,4800,3197,2518,679,1603,115,2300,1127,185,869,115,4,N/A,1172,1395,211,82,3762,578,856,1124,294,468,442,1293,755,338,203,163,108,28231.13208,2860,414,2446,271,3131,222,91,117,283,2418,4.397532189,1512,800,587,232,,1097,1074,720,134,106,81,205,105,23,210169.4915,2325,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,411,290,230,212,199,190,Health Care,Real Estate,Education,Retail Trade,Accommodation and Food Service,91,63,15,7,6,Outside of Chicago,The Loop,Near North Side,Near West Side,Douglas,592,568,253,189,57,Outside of Chicago,South Shore,Chicago Lawn,Chatham,Logan Square,53,8,8,7,6,,,,,,,,,,,,,,,,10286,,,,,,,,,,8.019721121,372.036837,25.68035992,0.06902639,56.80901625,0.152697289,0.142606977,0.000383314,2.285026309,0.006141936,63.40070854,0.170415137,n/a,n/a,117.1550084,0.314901635,n/a,n/a,66.71483932,0.179323209,39.84927127,0.10711109,1277,743,296,544,1517,712,1343,1069,17,315,737,876,162,273,441,338,151,133,54,468,272,141,55,5434,591,6025,5321,704,157,5321,203,6,0,14,0,0,25,116,340,40,58,5957,8,47,,,,,,,,,,,,,,,,,,,2018
O'Hare,13130,2507,3332,3192,2101,1180,579,238,37.28864353,9664,1147,233,1423,662,13183,10919,7285,6681,604,3633,192,6369,4932,269,1061,60,47,N/A,656,3381,1885,313,10206,1130,2354,2066,930,2351,1375,1726,1427,1329,945,493,311,49208.86076,6231,2686,3550,409,6645,898,31,352,255,5110,4.497666525,280,3326,2946,93,,1980,3434,1139,26,65,1300,789,532,61,153915.0943,5389,Health Care,Retail Trade,Manufacturing,Transportation,Administration,621,535,471,455,444,48110,Transportation,Accommodation and Food Service,Professional,Administration,Information,28461,3649,3052,2268,2209,Outside of Chicago,The Loop,O'Hare,Near North Side,Near West Side,2934,701,467,225,181,Outside of Chicago,Lake View,Austin,Logan Square,Near North Side,32958,743,707,692,646,,,,,,,,,,,,,,,,31817,,,,,,,,,,0.139860693,8536.170971,97.33690873,0.011402877,134.0275587,0.015701133,n/a,n/a,139.8216881,0.016379907,55.98462537,0.006558517,32.67397287,0.003827708,6481.928012,0.759348429,n/a,n/a,1454.513358,0.170394122,139.8848473,0.016387306,2504,2025,993,709,3489,384,2742,1100,27,148,925,1936,412,286,1238,1328,508,665,155,1709,1342,274,93,5629,6656,12286,4567,7719,3444,4567,828,3764,60,361,978,36,491,1080,120,9486,761,249,864,305,,,,,,,,,,,,,,,,,,,2018
Portage Park,64517,15160,14457,14215,13346,4123,2223,995,37.88356613,31774,27575,862,2946,1360,64438,52346,37243,34296,2939,15104,911,32755,21967,3636,5994,798,360,N/A,3016,8990,7893,2816,44832,7462,12802,8808,3622,8117,4022,4609,5177,4382,3051,3103,2392,58294.61457,22714,12809,9905,2159,24873,10605,268,5791,4103,4019,5.780448483,522,2520,6943,14889,,4010,9363,7077,3202,1221,1658,6851,3951,256,256772.508,25907,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,Education,3287,2848,2648,2368,2137,8076,Retail Trade,Health Care,Accommodation and Food Service,Administration,Finance,2011,1881,747,632,510,Outside of Chicago,The Loop,Near North Side,Near West Side,Portage Park,11801,3841,1506,983,982,Outside of Chicago,Portage Park,Dunning,Belmont Cragin,Irving Park,3750,982,351,335,185,,,,,,,,,,,,,,,,15569,,,,,,,,,,1.144386678,2529.754309,936.1514518,0.370056273,401.2645449,0.15861799,42.14464847,0.016659582,145.7215322,0.057603037,90.09048821,0.035612347,21.74474068,0.008595594,811.8872371,0.320935213,n/a,n/a,70.06084356,0.027694722,10.68882231,0.004225241,6062,6505,4150,5996,15298,1726,7415,2928,37,150,2741,6235,633,1581,4022,4331,1700,1247,1385,8449,5690,2055,704,39822,20830,60652,25252,35400,14882,25252,21290,8233,180,1709,759,131,416,2367,316,45418,15022,336,2467,2097,,,,,,,,,,,,,,,,,,,2018
Pullman,6620,1568,1288,1378,1301,672,329,84,40.67545305,633,335,5474,43,135,6620,5344,3435,2739,696,1909,58,2570,1467,206,824,73,0,N/A,749,1464,600,154,4670,597,1195,1401,324,799,354,1086,912,370,301,245,53,37165.49296,2967,1369,1598,502,3469,1024,1509,283,353,293,5.568235294,14,358,1525,1572,,502,1526,1104,273,64,909,411,23,26,126614.5833,2919,Health Care,Education,Retail Trade,Administration,Accommodation and Food Service,513,351,318,292,249,2547,Transportation,Wholesale Trade,Manufacturing,Education,Retail Trade,515,498,487,367,360,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,1202,586,164,103,50,Outside of Chicago,East Side,Roseland,Auburn Gresham,Chatham,1237,94,75,59,58,,,,,,,,,,,,,,,,13259,,,,,,,,,,2.444082492,1354.48933,139.5140872,0.103001245,78.20551807,0.05773801,2.180721407,0.001609995,55.89225081,0.041264445,164.3894156,0.121366342,255.7564646,0.188821321,445.2487058,0.328720718,n/a,n/a,2.759426902,0.002037245,210.5427398,0.155440678,1250,970,349,398,1670,572,1297,795,18,42,735,1072,255,357,460,370,218,123,29,593,518,61,14,5931,238,6169,5706,463,271,5706,315,0,11,0,0,0,13,98,26,757,795,7262,15,92,,,,,,,,,,,,,,,,,,,2018
Riverdale,7382,3494,1731,1073,733,223,69,59,21.29596413,135,265,6926,26,30,7333,4555,2575,1624,951,1980,27,1543,737,122,571,89,24,N/A,1172,935,207,95,3218,778,854,1146,279,106,55,1638,548,114,61,40,8,14286.76471,2409,251,2158,903,3312,605,1582,75,106,944,5.026678141,27,218,2705,362,,419,1324,1275,247,47,242,9,0,0,56875,1739,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,396,231,184,174,152,1074,Manufacturing,Utilities,Transportation,Health Care,Professional,292,257,190,83,83,Outside of Chicago,The Loop,Near North Side,Near West Side,Roseland,787,166,100,84,42,Outside of Chicago,Roseland,Riverdale,East Side,Auburn Gresham,783,21,18,17,16,,,,,,,,,,,,,2494,1430,1188,9844,29671001,59308087,10789943,21798397,5590195,0,0,97486622,,3.995499503,2258.712054,222.4637421,0.098491413,49.85678259,0.022073102,0.834437822,0.000369431,28.72912568,0.012719251,58.48778599,0.025894308,252.3136175,0.111706854,1143.900387,0.506439227,6.084900241,0.002693969,269.4009795,0.119271945,226.6402959,0.1003405,579,644,612,574,1756,1088,653,1167,287,152,728,705,234,244,227,114,75,21,18,101,92,9,0,6247,155,6402,6165,237,125,6165,211,0,17,0,0,0,0,0,9,66,160,9479,7,97,6116,3179,3477,1322,961,27.5,4987,2858,2129,454,5441,1439,2306,2853,577,778,174,8127,2018
Rogers Park,55500,12092,16967,12526,9130,2718,1268,799,33.85034253,23604,12383,14455,3205,1853,52018,46264,32270,29377,2860,13994,1582,27375,10492,1757,11792,2764,570,N/A,8981,11293,3468,516,38014,5708,7175,6986,1825,9693,6627,8558,6268,4048,2167,1944,1273,37549.1481,24258,5793,18465,3275,27533,1665,507,873,2578,21896,4.40985434,1144,3603,7285,15501,,13956,8690,3662,811,414,1979,2378,956,444,188286.1635,23090,Health Care,Education,Accommodation and Food Service,Retail Trade,Professional,3724,2577,2524,2251,2219,7348,Health Care,Manufacturing,Accommodation and Food Service,Retail Trade,Transportation,2794,1621,740,608,482,Outside of Chicago,The Loop,Near North Side,Near West Side,Rogers Park,9193,3840,2375,1055,889,Outside of Chicago,Rogers Park,West Ridge,Edgewater,Uptown,3085,889,646,293,189,,,,,,,,,,,,,,,,9001,,,,,,,,,,1.39357587,1175.921114,145.8700786,0.124047504,372.6376492,0.316890006,21.81279037,0.018549535,60.75746499,0.051667977,80.27974397,0.068269668,49.88507561,0.042422128,371.12358,0.315602446,n/a,n/a,69.04862858,0.058718759,4.506102981,0.003831977,11176,7394,2228,3460,9762,1819,14496,6142,168,531,5443,8009,357,2031,5621,4040,1488,1979,573,5375,3939,1055,381,37641,14518,52159,32664,19495,8197,32664,10915,1265,447,350,316,100,662,2896,2544,20170,17639,18767,4063,2845,,,,,,,,,,,,,,,,,,,2018
Roseland,42327,11388,7752,7207,8499,4097,2586,798,39.55948626,417,396,40798,169,547,41707,33820,18605,13757,4821,15215,414,13055,7414,1033,4175,370,63,N/A,3733,6218,3587,954,27966,4252,6942,8695,2531,3448,2098,5332,3703,2234,1399,1363,461,37067.43003,14492,7943,6549,3402,17894,10693,1335,2421,1475,1883,6.224301123,871,1435,9294,6294,,1723,5589,6725,2606,1251,5194,2441,145,119,126030.4314,12887,Health Care,Education,Administration,Retail Trade,Transportation,2516,1456,1374,1206,1104,3448,Health Care,Administration,Accommodation and Food Service,Retail Trade,Education,1151,1123,339,311,142,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,4878,2712,741,695,185,Outside of Chicago,Roseland,West Pullman,Auburn Gresham,Chatham,1764,178,139,91,74,,,,,,,,,,,,,,,,13634,,,,,,,,,,2.053183391,3083.418424,1138.096106,0.369102065,182.0211023,0.059032242,15.56613147,0.005048336,71.91451278,0.023322982,322.0407848,0.104442778,10.6467608,0.003452908,1124.944384,0.364836759,n/a,n/a,70.2551705,0.022784832,147.9334709,0.047977099,4528,4069,2357,3538,9568,2365,4924,3661,59,193,3409,4717,772,1030,2915,2166,911,846,409,3219,2526,624,69,39190,890,40080,38492,1588,411,38492,669,54,31,58,39,15,59,495,168,276,363,51568,31,485,,,,,,,,,,,,,,,,,,,2018
South Chicago,27601,8299,5179,4987,5125,2091,1600,320,36.04843953,672,5810,20826,16,277,27429,21079,12597,9818,2779,8482,303,9193,5085,610,3111,226,161,N/A,3519,4147,2050,509,17148,3450,5356,4446,1262,1763,871,4584,2728,1485,707,526,195,28824.16787,10225,3912,6313,3865,14090,4157,228,3626,2870,3193,5.680786268,372,988,5498,7232,,2476,4659,4921,1415,619,2644,1042,80,90,115100.8827,8434,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,1569,918,902,814,765,3001,Health Care,Accommodation and Food Service,Retail Trade,Construction,Education,1174,657,380,153,143,Outside of Chicago,The Loop,Near North Side,Near West Side,South Chicago,3192,1489,550,456,215,Outside of Chicago,South Chicago,East Side,South Shore,South Deering,1450,215,200,88,77,,,,,,,,,,,,,,,,11994,,,,,,,,,,2.463540364,2140.676044,367.1551356,0.171513638,271.2628687,0.126718318,24.12332057,0.01126902,65.83602392,0.030754781,73.27097232,0.034227959,34.46740967,0.01610118,631.8325499,0.295155613,n/a,n/a,62.8914632,0.029379253,609.8363004,0.284880238,3531,2695,1835,2164,6268,2091,3957,3370,134,271,2965,3508,642,876,1990,1465,690,482,293,1407,1191,173,43,22536,2792,25328,19928,5400,2274,19928,4518,58,16,0,14,0,0,402,392,1135,10565,26253,49,594,,,,,,,,,,,,,,,,,,,2018
South Deering,14635,4549,2697,2351,2644,1479,692,223,35.59583333,781,4139,9575,1,139,14548,11049,6322,4717,1605,4727,150,4422,2876,521,912,91,22,N/A,1078,2238,1222,474,9345,1906,3222,2555,591,613,458,2005,1364,928,393,250,72,34077.6699,5012,2915,2097,758,5770,2678,1670,596,335,461,5.969005848,8,481,3604,1677,,431,2159,2315,670,195,2481,356,23,39,97134.14634,4586,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,777,464,436,421,417,6725,Manufacturing,Transportation,Wholesale Trade,Administration,Retail Trade,4387,516,410,377,321,Outside of Chicago,The Loop,Near North Side,Near West Side,South Deering,1670,872,326,244,123,Outside of Chicago,East Side,South Deering,Roseland,West Pullman,4956,128,123,94,92,,,,,,,,,,,,,,,,14866,,,,,,,,,,2.224320871,6974.220837,417.0314979,0.059796142,63.41777427,0.00909317,8.325779504,0.001193794,63.86887209,0.009157851,40.47882316,0.005804064,646.2431988,0.092661706,4541.853751,0.651234576,n/a,n/a,553.1012003,0.079306522,639.8999398,0.091752176,1564,1320,920,1208,3343,844,1669,1447,175,251,1021,1651,353,377,921,928,536,258,134,715,688,27,0,11981,1775,13756,10216,3540,1456,10216,3119,149,0,0,0,0,1,207,64,1287,5176,10335,8,184,,,,,,,,,,,,,,,,,,,2018
South Lawndale,73983,24104,19794,15470,9753,2906,1434,522,29.22706216,2545,62126,8831,201,280,65442,54964,28415,25683,2732,26549,724,24658,12472,5566,4234,2056,330,N/A,4159,7883,4407,1471,42649,21173,11936,4873,1692,2190,785,7069,5870,2755,980,1037,209,31766.32302,17920,6425,11495,3289,21209,3781,415,8020,6098,2821,4.943827375,174,1073,2278,17684,,2502,11002,5550,1385,770,3439,2818,146,22,142948.3188,16572,Manufacturing,Administration,Retail Trade,Accommodation and Food Service,Health Care,2716,2187,1907,1711,1686,11831,Manufacturing,Health Care,Transportation,Accommodation and Food Service,Retail Trade,2512,2298,1395,1168,1157,Outside of Chicago,The Loop,South Lawndale,Near West Side,Near North Side,7151,1775,858,850,764,Outside of Chicago,South Lawndale,Brighton Park,West Lawn,Chicago Lawn,5694,858,228,219,202,,,,,,,,,,,,,,,,11173,,,,,,,,,,1.370382396,2938.436588,238.1139764,0.08103424,437.0477475,0.14873479,42.99371234,0.014631492,107.5563413,0.036603254,318.1655806,0.108277164,488.6452748,0.166294307,1057.503448,0.359886428,n/a,n/a,25.72953947,0.0087562,222.6809672,0.075782124,3139,3473,3086,8222,13874,3457,4046,4775,61,345,4369,7647,904,2455,4288,2735,1562,540,633,2167,1759,321,87,39441,28400,67841,14954,52887,25033,14954,52409,141,0,57,50,41,19,164,6,3210,75613,11759,116,373,,,,,,,,,,,,,,,,,,,2018
South Shore,50768,13610,10453,10059,9875,3650,2304,817,36.95067927,1467,924,47326,258,793,49719,40047,23117,18373,4744,16930,597,17466,8095,1259,7414,503,194,N/A,9785,9344,2965,723,33174,3926,7955,10283,2847,4841,3322,11323,5134,2769,1744,1192,599,25259.71093,22761,5019,17742,6391,29152,3683,695,2466,5118,17169,5.053644915,986,3159,12487,12520,,10807,9783,6187,1503,872,2336,1830,638,209,156976.2684,15916,Health Care,Administration,Education,Retail Trade,Accommodation and Food Service,3032,1823,1675,1599,1415,3287,Health Care,Retail Trade,Other Service,Administration,Construction,1217,639,372,278,184,Outside of Chicago,The Loop,Near North Side,Near West Side,South Shore,5111,3138,1391,1007,387,Outside of Chicago,South Shore,Greater Grand Crossing,Roseland,Auburn Gresham,1191,387,122,95,92,,,,,,,,,,,,,,,,9846,,,,,,,,,,4.046043422,1877.044523,373.164648,0.198804367,465.6814639,0.248092924,19.64260924,0.010464647,94.49946609,0.050344819,72.08705795,0.038404554,14.50662207,0.007728438,610.504028,0.325247494,0.071970941,3.83E-05,144.726131,0.077103196,82.1605258,0.043771218,11438,5051,3187,3085,10209,3862,12552,8448,93,503,7852,6546,643,1901,4002,2717,1286,955,477,3525,2350,884,291,45309,1653,46962,44314,2648,1039,44314,1056,38,31,96,20,38,113,467,788,703,636,59405,85,727,,,,,,,,,,,,,,,,,,,2018
The Loop,35010,5279,14266,6812,5493,1932,1112,116,32.92176039,21691,2115,4003,6162,1039,31013,32743,23319,22051,1172,9424,1765,20101,4957,766,4921,8896,561,N/A,8009,8978,1493,92,26192,422,1422,2831,1089,10479,9949,3120,1760,2245,2351,3460,5636,97979.58316,18572,7484,11088,3528,22100,413,145,73,26,21443,3.743503433,9172,6924,2383,3621,,11111,8354,2372,188,75,423,1806,2991,1677,357605.1016,16754,Professional,Finance,Education,Health Care,Administration,3594,2290,1695,1688,1070,396049,Professional,Finance,Education,Public Administration,Administration,96981,70975,61782,49420,28707,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,6542,4606,1884,1392,317,Outside of Chicago,Lake View,Near North Side,Lincoln Park,West Town,174094,17876,15170,11097,10567,,,,,,,,,,,,,,,,7080,,,,,,,,,,6.000649128,1059.099001,7.622000148,0.007196683,80.46013414,0.075970362,0.724218415,0.000683806,213.3039883,0.201401369,34.07594636,0.032174467,0.608380061,0.000574432,425.2176683,0.40149001,n/a,n/a,249.86351,0.235920825,47.22315514,0.044588046,9681,6775,1600,516,6394,256,12178,1984,18,181,1785,1924,53,187,1684,2224,179,394,1651,11337,6392,3469,1476,26112,7522,33634,25293,8341,2441,25293,1691,841,1618,249,216,422,1085,2124,95,10169,975,3221,1625,398,,,,,,,,,,,,,,,,,,,2018
Uptown,56296,7030,18725,13253,10706,3333,1977,1272,37.52746092,30456,7468,10970,5773,1629,53746,50191,35626,32640,2971,14565,2302,29843,10382,1485,14460,2817,699,N/A,12119,12675,3815,627,45288,4800,7414,6254,2329,15315,9176,9629,5794,4321,3120,3293,3079,45643.93939,29236,8482,20754,3292,32528,1385,533,627,2289,27626,4.074010595,2061,5824,8051,16592,,18102,9009,4397,803,217,1658,3780,2218,775,257728.2158,26725,Professional,Health Care,Accommodation and Food Service,Education,Finance,3677,3553,3045,2567,2227,12634,Health Care,Education,Retail Trade,Accommodation and Food Service,Real Estate,5825,1389,1095,918,746,Outside of Chicago,The Loop,Near North Side,Near West Side,Uptown,7710,6166,3721,1704,1220,Outside of Chicago,Uptown,Edgewater,West Ridge,Rogers Park,3952,1220,672,510,508,,,,,,,,,,,,,,,,7492,,,,,,,,,,5.927515986,1487.38987,84.76170438,0.056986878,352.4106732,0.23693228,23.78243204,0.015989373,69.5041281,0.046728924,243.701064,0.163844779,8.770309214,0.005896443,340.8285063,0.229145373,n/a,n/a,355.418417,0.238954442,8.2126363,0.005521509,15481,9078,2842,1835,9591,1171,19645,6998,359,1003,5636,7443,760,2349,4334,4297,1586,1524,1187,9399,6227,2696,476,39772,14261,54033,34412,19621,8791,34412,6853,1784,479,827,839,600,1860,3122,3257,26784,12674,13415,8206,2472,,,,,,,,,,,,,,,,,,,2018
Washington Heights,27055,6131,5059,4848,5800,2476,1996,745,41.99671219,170,324,25981,8,572,26833,22453,13093,10653,2440,9360,261,10104,6443,1033,2415,102,111,N/A,1682,4413,2521,893,18931,1917,5570,5537,1588,2775,1544,2787,2467,1405,1224,1244,382,44491.40401,9509,6535,2974,927,10436,7901,168,512,630,1208,6.387298453,306,1369,5813,2948,,1062,2384,4699,1695,596,3844,2404,207,80,133376.5859,8625,Health Care,Education,Administration,Retail Trade,Public Administration,1508,1062,826,824,730,2164,Health Care,Information,Retail Trade,Education,Accommodation and Food Service,529,435,358,351,196,Outside of Chicago,The Loop,Near North Side,Near West Side,Near South Side,2877,1928,683,509,138,Outside of Chicago,Washington Heights,Auburn Gresham,Roseland,South Shore,995,105,86,83,52,,,,,,,,,,,,,,,,14440,,,,,,,,,,1.840528259,1828.185338,795.7342448,0.435259067,68.95230649,0.037716256,9.911146168,0.005421303,55.55666134,0.030388966,84.4796659,0.046209574,36.64109477,0.020042331,676.112124,0.369826904,n/a,n/a,49.07552286,0.026843844,51.72257135,0.028291755,2621,3027,1822,2039,6708,1280,2801,1778,58,110,1610,3131,581,493,2057,1405,649,456,300,2850,2177,649,24,25593,401,25994,25057,937,133,25057,359,17,6,0,0,0,8,246,301,193,231,29108,9,302,,,,,,,,,,,,,,,,,,,2018
